dictionary_type,surface,canonical,pinyin,tone_pinyin,weight,target_boost,domain_id,is_alias,single_char_role,ime_layer,frequency_rank,source
base_dictionary,荒,荒,huang,huang1,0.08,0,,0,content_single_char_fallback,single_char,1412,common-standard-level-1+pinyin-data
base_dictionary,茫,茫,mang,mang2,0.08,0,,0,content_single_char_fallback,single_char,1413,common-standard-level-1+pinyin-data
base_dictionary,荡,荡,dang,dang4,0.08,0,,0,content_single_char_fallback,single_char,1414,common-standard-level-1+pinyin-data
base_dictionary,荣,荣,rong,rong2,0.08,0,,0,content_single_char_fallback,single_char,1415,common-standard-level-1+pinyin-data
base_dictionary,荤,荤,hun,hun1,0.08,0,,0,content_single_char_fallback,single_char,1416,common-standard-level-1+pinyin-data
base_dictionary,荧,荧,ying,ying2,0.08,0,,0,content_single_char_fallback,single_char,1417,common-standard-level-1+pinyin-data
base_dictionary,故,故,gu,gu4,0.08,0,,0,content_single_char_fallback,single_char,1418,common-standard-level-1+pinyin-data
base_dictionary,胡,胡,hu,hu2,0.08,0,,0,content_single_char_fallback,single_char,1419,common-standard-level-1+pinyin-data
base_dictionary,荫,荫,yin,yin1,0.08,0,,0,content_single_char_fallback,single_char,1420,common-standard-level-1+pinyin-data
base_dictionary,荔,荔,li,li4,0.08,0,,0,content_single_char_fallback,single_char,1421,common-standard-level-1+pinyin-data
base_dictionary,南,南,nan,nan2,0.24,0,,0,place_direction_single_char,single_char,1422,common-standard-level-1+pinyin-data
base_dictionary,药,药,yao,yao4,0.14,0,,0,service_content_single_char,single_char,1423,common-standard-level-1+pinyin-data
base_dictionary,标,标,biao,biao1,0.08,0,,0,content_single_char_fallback,single_char,1424,common-standard-level-1+pinyin-data
base_dictionary,栈,栈,zhan,zhan4,0.08,0,,0,content_single_char_fallback,single_char,1425,common-standard-level-1+pinyin-data
base_dictionary,柑,柑,gan,gan1,0.08,0,,0,content_single_char_fallback,single_char,1426,common-standard-level-1+pinyin-data
base_dictionary,枯,枯,ku,ku1,0.08,0,,0,content_single_char_fallback,single_char,1427,common-standard-level-1+pinyin-data
base_dictionary,柄,柄,bing,bing3,0.08,0,,0,content_single_char_fallback,single_char,1428,common-standard-level-1+pinyin-data
base_dictionary,栋,栋,dong,dong4,0.08,0,,0,content_single_char_fallback,single_char,1429,common-standard-level-1+pinyin-data
base_dictionary,相,相,xiang,xiang1,0.08,0,,0,content_single_char_fallback,single_char,1430,common-standard-level-1+pinyin-data
base_dictionary,查,查,cha,cha2,0.08,0,,0,content_single_char_fallback,single_char,1431,common-standard-level-1+pinyin-data
base_dictionary,柏,柏,bai,bai3,0.08,0,,0,content_single_char_fallback,single_char,1432,common-standard-level-1+pinyin-data
base_dictionary,栅,栅,zha,zha4,0.08,0,,0,content_single_char_fallback,single_char,1433,common-standard-level-1+pinyin-data
base_dictionary,柳,柳,liu,liu3,0.08,0,,0,content_single_char_fallback,single_char,1434,common-standard-level-1+pinyin-data
base_dictionary,柱,柱,zhu,zhu4,0.08,0,,0,content_single_char_fallback,single_char,1435,common-standard-level-1+pinyin-data
base_dictionary,柿,柿,shi,shi4,0.08,0,,0,content_single_char_fallback,single_char,1436,common-standard-level-1+pinyin-data
base_dictionary,栏,栏,lan,lan2,0.08,0,,0,content_single_char_fallback,single_char,1437,common-standard-level-1+pinyin-data
base_dictionary,柠,柠,ning,ning2,0.08,0,,0,content_single_char_fallback,single_char,1438,common-standard-level-1+pinyin-data
base_dictionary,树,树,shu,shu4,0.08,0,,0,content_single_char_fallback,single_char,1439,common-standard-level-1+pinyin-data
base_dictionary,勃,勃,bo,bo2,0.08,0,,0,content_single_char_fallback,single_char,1440,common-standard-level-1+pinyin-data
base_dictionary,要,要,yao,yao4,0.30,0,,0,function_single_char,single_char,1441,common-standard-level-1+pinyin-data
base_dictionary,柬,柬,jian,jian3,0.08,0,,0,content_single_char_fallback,single_char,1442,common-standard-level-1+pinyin-data
base_dictionary,咸,咸,xian,xian2,0.08,0,,0,content_single_char_fallback,single_char,1443,common-standard-level-1+pinyin-data
base_dictionary,威,威,wei,wei1,0.08,0,,0,content_single_char_fallback,single_char,1444,common-standard-level-1+pinyin-data
base_dictionary,歪,歪,wai,wai1,0.08,0,,0,content_single_char_fallback,single_char,1445,common-standard-level-1+pinyin-data
base_dictionary,研,研,yan,yan2,0.08,0,,0,content_single_char_fallback,single_char,1446,common-standard-level-1+pinyin-data
base_dictionary,砖,砖,zhuan,zhuan1,0.08,0,,0,content_single_char_fallback,single_char,1447,common-standard-level-1+pinyin-data
base_dictionary,厘,厘,li,li2,0.22,0,,0,measure_single_char,single_char,1448,common-standard-level-1+pinyin-data
base_dictionary,厚,厚,hou,hou4,0.08,0,,0,content_single_char_fallback,single_char,1449,common-standard-level-1+pinyin-data
base_dictionary,砌,砌,qi,qi4,0.08,0,,0,content_single_char_fallback,single_char,1450,common-standard-level-1+pinyin-data
base_dictionary,砂,砂,sha,sha1,0.08,0,,0,content_single_char_fallback,single_char,1451,common-standard-level-1+pinyin-data
base_dictionary,泵,泵,beng,beng4,0.08,0,,0,content_single_char_fallback,single_char,1452,common-standard-level-1+pinyin-data
base_dictionary,砚,砚,yan,yan4,0.08,0,,0,content_single_char_fallback,single_char,1453,common-standard-level-1+pinyin-data
base_dictionary,砍,砍,kan,kan3,0.08,0,,0,content_single_char_fallback,single_char,1454,common-standard-level-1+pinyin-data
base_dictionary,面,面,mian,mian4,0.08,0,,0,content_single_char_fallback,single_char,1455,common-standard-level-1+pinyin-data
base_dictionary,耐,耐,nai,nai4,0.08,0,,0,content_single_char_fallback,single_char,1456,common-standard-level-1+pinyin-data
base_dictionary,耍,耍,shua,shua3,0.08,0,,0,content_single_char_fallback,single_char,1457,common-standard-level-1+pinyin-data
base_dictionary,牵,牵,qian,qian1,0.08,0,,0,content_single_char_fallback,single_char,1458,common-standard-level-1+pinyin-data
base_dictionary,鸥,鸥,ou,ou1,0.08,0,,0,content_single_char_fallback,single_char,1459,common-standard-level-1+pinyin-data
base_dictionary,残,残,can,can2,0.08,0,,0,content_single_char_fallback,single_char,1460,common-standard-level-1+pinyin-data
base_dictionary,殃,殃,yang,yang1,0.08,0,,0,content_single_char_fallback,single_char,1461,common-standard-level-1+pinyin-data
base_dictionary,轴,轴,zhou,zhou2,0.08,0,,0,content_single_char_fallback,single_char,1462,common-standard-level-1+pinyin-data
base_dictionary,轻,轻,qing,qing1,0.08,0,,0,content_single_char_fallback,single_char,1463,common-standard-level-1+pinyin-data
base_dictionary,鸦,鸦,ya,ya1,0.08,0,,0,content_single_char_fallback,single_char,1464,common-standard-level-1+pinyin-data
base_dictionary,皆,皆,jie,jie1,0.08,0,,0,content_single_char_fallback,single_char,1465,common-standard-level-1+pinyin-data
base_dictionary,韭,韭,jiu,jiu3,0.08,0,,0,content_single_char_fallback,single_char,1466,common-standard-level-1+pinyin-data
base_dictionary,背,背,bei,bei4,0.08,0,,0,content_single_char_fallback,single_char,1467,common-standard-level-1+pinyin-data
base_dictionary,战,战,zhan,zhan4,0.08,0,,0,content_single_char_fallback,single_char,1468,common-standard-level-1+pinyin-data
base_dictionary,点,点,dian,dian3,0.30,0,,0,function_single_char,single_char,1469,common-standard-level-1+pinyin-data
base_dictionary,虐,虐,nve,nve4,0.08,0,,0,content_single_char_fallback,single_char,1470,common-standard-level-1+pinyin-data
base_dictionary,临,临,lin,lin2,0.08,0,,0,content_single_char_fallback,single_char,1471,common-standard-level-1+pinyin-data
base_dictionary,览,览,lan,lan3,0.08,0,,0,content_single_char_fallback,single_char,1472,common-standard-level-1+pinyin-data
base_dictionary,竖,竖,shu,shu4,0.08,0,,0,content_single_char_fallback,single_char,1473,common-standard-level-1+pinyin-data
base_dictionary,省,省,sheng,sheng3,0.24,0,,0,place_direction_single_char,single_char,1474,common-standard-level-1+pinyin-data
base_dictionary,削,削,xue,xue1,0.08,0,,0,content_single_char_fallback,single_char,1475,common-standard-level-1+pinyin-data
base_dictionary,尝,尝,chang,chang2,0.08,0,,0,content_single_char_fallback,single_char,1476,common-standard-level-1+pinyin-data
base_dictionary,昧,昧,mei,mei4,0.08,0,,0,content_single_char_fallback,single_char,1477,common-standard-level-1+pinyin-data
base_dictionary,盹,盹,dun,dun3,0.08,0,,0,content_single_char_fallback,single_char,1478,common-standard-level-1+pinyin-data
base_dictionary,是,是,shi,shi4,0.30,0,,0,function_single_char,single_char,1479,common-standard-level-1+pinyin-data
base_dictionary,盼,盼,pan,pan4,0.08,0,,0,content_single_char_fallback,single_char,1480,common-standard-level-1+pinyin-data
base_dictionary,眨,眨,zha,zha3,0.08,0,,0,content_single_char_fallback,single_char,1481,common-standard-level-1+pinyin-data
base_dictionary,哇,哇,wa,wa,0.08,0,,0,content_single_char_fallback,single_char,1482,common-standard-level-1+pinyin-data
base_dictionary,哄,哄,hong,hong3,0.08,0,,0,content_single_char_fallback,single_char,1483,common-standard-level-1+pinyin-data
base_dictionary,哑,哑,ya,ya3,0.08,0,,0,content_single_char_fallback,single_char,1484,common-standard-level-1+pinyin-data
base_dictionary,显,显,xian,xian3,0.08,0,,0,content_single_char_fallback,single_char,1485,common-standard-level-1+pinyin-data
base_dictionary,冒,冒,mao,mao4,0.08,0,,0,content_single_char_fallback,single_char,1486,common-standard-level-1+pinyin-data
base_dictionary,映,映,ying,ying4,0.08,0,,0,content_single_char_fallback,single_char,1487,common-standard-level-1+pinyin-data
base_dictionary,星,星,xing,xing1,0.08,0,,0,content_single_char_fallback,single_char,1488,common-standard-level-1+pinyin-data
base_dictionary,昨,昨,zuo,zuo2,0.26,0,,0,time_single_char,single_char,1489,common-standard-level-1+pinyin-data
base_dictionary,咧,咧,lie,lie3,0.08,0,,0,content_single_char_fallback,single_char,1490,common-standard-level-1+pinyin-data
base_dictionary,昭,昭,zhao,zhao1,0.08,0,,0,content_single_char_fallback,single_char,1491,common-standard-level-1+pinyin-data
base_dictionary,畏,畏,wei,wei4,0.08,0,,0,content_single_char_fallback,single_char,1492,common-standard-level-1+pinyin-data
base_dictionary,趴,趴,pa,pa1,0.08,0,,0,content_single_char_fallback,single_char,1493,common-standard-level-1+pinyin-data
base_dictionary,胃,胃,wei,wei4,0.08,0,,0,content_single_char_fallback,single_char,1494,common-standard-level-1+pinyin-data
base_dictionary,贵,贵,gui,gui4,0.08,0,,0,content_single_char_fallback,single_char,1495,common-standard-level-1+pinyin-data
base_dictionary,界,界,jie,jie4,0.08,0,,0,content_single_char_fallback,single_char,1496,common-standard-level-1+pinyin-data
base_dictionary,虹,虹,hong,hong2,0.08,0,,0,content_single_char_fallback,single_char,1497,common-standard-level-1+pinyin-data
base_dictionary,虾,虾,xia,xia1,0.08,0,,0,content_single_char_fallback,single_char,1498,common-standard-level-1+pinyin-data
base_dictionary,蚁,蚁,yi,yi3,0.08,0,,0,content_single_char_fallback,single_char,1499,common-standard-level-1+pinyin-data
base_dictionary,思,思,si,si1,0.08,0,,0,content_single_char_fallback,single_char,1500,common-standard-level-1+pinyin-data
base_dictionary,蚂,蚂,ma,ma3,0.08,0,,0,content_single_char_fallback,single_char,1501,common-standard-level-1+pinyin-data
base_dictionary,虽,虽,sui,sui1,0.30,0,,0,function_single_char,single_char,1502,common-standard-level-1+pinyin-data
base_dictionary,品,品,pin,pin3,0.08,0,,0,content_single_char_fallback,single_char,1503,common-standard-level-1+pinyin-data
base_dictionary,咽,咽,yan,yan4,0.08,0,,0,content_single_char_fallback,single_char,1504,common-standard-level-1+pinyin-data
base_dictionary,骂,骂,ma,ma4,0.08,0,,0,content_single_char_fallback,single_char,1505,common-standard-level-1+pinyin-data
base_dictionary,勋,勋,xun,xun1,0.08,0,,0,content_single_char_fallback,single_char,1506,common-standard-level-1+pinyin-data
base_dictionary,哗,哗,hua,hua1,0.08,0,,0,content_single_char_fallback,single_char,1507,common-standard-level-1+pinyin-data
base_dictionary,咱,咱,zan,zan2,0.08,0,,0,content_single_char_fallback,single_char,1508,common-standard-level-1+pinyin-data
base_dictionary,响,响,xiang,xiang3,0.08,0,,0,content_single_char_fallback,single_char,1509,common-standard-level-1+pinyin-data
base_dictionary,哈,哈,ha,ha1,0.08,0,,0,content_single_char_fallback,single_char,1510,common-standard-level-1+pinyin-data
base_dictionary,哆,哆,duo,duo1,0.08,0,,0,content_single_char_fallback,single_char,1511,common-standard-level-1+pinyin-data
base_dictionary,咬,咬,yao,yao3,0.08,0,,0,content_single_char_fallback,single_char,1512,common-standard-level-1+pinyin-data
base_dictionary,咳,咳,ke,ke2,0.08,0,,0,content_single_char_fallback,single_char,1513,common-standard-level-1+pinyin-data
base_dictionary,咪,咪,mi,mi1,0.08,0,,0,content_single_char_fallback,single_char,1514,common-standard-level-1+pinyin-data
base_dictionary,哪,哪,na,na3,0.30,0,,0,function_single_char,single_char,1515,common-standard-level-1+pinyin-data
base_dictionary,哟,哟,yo,yo1,0.08,0,,0,content_single_char_fallback,single_char,1516,common-standard-level-1+pinyin-data
base_dictionary,炭,炭,tan,tan4,0.08,0,,0,content_single_char_fallback,single_char,1517,common-standard-level-1+pinyin-data
base_dictionary,峡,峡,xia,xia2,0.08,0,,0,content_single_char_fallback,single_char,1518,common-standard-level-1+pinyin-data
base_dictionary,罚,罚,fa,fa2,0.08,0,,0,content_single_char_fallback,single_char,1519,common-standard-level-1+pinyin-data
base_dictionary,贱,贱,jian,jian4,0.08,0,,0,content_single_char_fallback,single_char,1520,common-standard-level-1+pinyin-data
base_dictionary,贴,贴,tie,tie1,0.08,0,,0,content_single_char_fallback,single_char,1521,common-standard-level-1+pinyin-data
base_dictionary,贻,贻,yi,yi2,0.08,0,,0,content_single_char_fallback,single_char,1522,common-standard-level-1+pinyin-data
base_dictionary,骨,骨,gu,gu3,0.08,0,,0,content_single_char_fallback,single_char,1523,common-standard-level-1+pinyin-data
base_dictionary,幽,幽,you,you1,0.08,0,,0,content_single_char_fallback,single_char,1524,common-standard-level-1+pinyin-data
base_dictionary,钙,钙,gai,gai4,0.08,0,,0,content_single_char_fallback,single_char,1525,common-standard-level-1+pinyin-data
base_dictionary,钝,钝,dun,dun4,0.08,0,,0,content_single_char_fallback,single_char,1526,common-standard-level-1+pinyin-data
base_dictionary,钞,钞,chao,chao1,0.08,0,,0,content_single_char_fallback,single_char,1527,common-standard-level-1+pinyin-data
base_dictionary,钟,钟,zhong,zhong1,0.08,0,,0,content_single_char_fallback,single_char,1528,common-standard-level-1+pinyin-data
base_dictionary,钢,钢,gang,gang1,0.08,0,,0,content_single_char_fallback,single_char,1529,common-standard-level-1+pinyin-data
base_dictionary,钠,钠,na,na4,0.08,0,,0,content_single_char_fallback,single_char,1530,common-standard-level-1+pinyin-data
base_dictionary,钥,钥,yao,yao4,0.08,0,,0,content_single_char_fallback,single_char,1531,common-standard-level-1+pinyin-data
base_dictionary,钦,钦,qin,qin1,0.08,0,,0,content_single_char_fallback,single_char,1532,common-standard-level-1+pinyin-data
base_dictionary,钧,钧,jun,jun1,0.08,0,,0,content_single_char_fallback,single_char,1533,common-standard-level-1+pinyin-data
base_dictionary,钩,钩,gou,gou1,0.08,0,,0,content_single_char_fallback,single_char,1534,common-standard-level-1+pinyin-data
base_dictionary,钮,钮,niu,niu3,0.08,0,,0,content_single_char_fallback,single_char,1535,common-standard-level-1+pinyin-data
base_dictionary,卸,卸,xie,xie4,0.08,0,,0,content_single_char_fallback,single_char,1536,common-standard-level-1+pinyin-data
base_dictionary,缸,缸,gang,gang1,0.08,0,,0,content_single_char_fallback,single_char,1537,common-standard-level-1+pinyin-data
base_dictionary,拜,拜,bai,bai4,0.08,0,,0,content_single_char_fallback,single_char,1538,common-standard-level-1+pinyin-data
base_dictionary,看,看,kan,kan4,0.30,0,,0,function_single_char,single_char,1539,common-standard-level-1+pinyin-data
base_dictionary,矩,矩,ju,ju3,0.08,0,,0,content_single_char_fallback,single_char,1540,common-standard-level-1+pinyin-data
base_dictionary,毡,毡,zhan,zhan1,0.08,0,,0,content_single_char_fallback,single_char,1541,common-standard-level-1+pinyin-data
base_dictionary,氢,氢,qing,qing1,0.08,0,,0,content_single_char_fallback,single_char,1542,common-standard-level-1+pinyin-data
base_dictionary,怎,怎,zen,zen3,0.08,0,,0,content_single_char_fallback,single_char,1543,common-standard-level-1+pinyin-data
base_dictionary,牲,牲,sheng,sheng1,0.08,0,,0,content_single_char_fallback,single_char,1544,common-standard-level-1+pinyin-data
base_dictionary,选,选,xuan,xuan3,0.08,0,,0,content_single_char_fallback,single_char,1545,common-standard-level-1+pinyin-data
base_dictionary,适,适,shi,shi4,0.08,0,,0,content_single_char_fallback,single_char,1546,common-standard-level-1+pinyin-data
base_dictionary,秒,秒,miao,miao3,0.26,0,,0,time_single_char,single_char,1547,common-standard-level-1+pinyin-data
base_dictionary,香,香,xiang,xiang1,0.08,0,,0,content_single_char_fallback,single_char,1548,common-standard-level-1+pinyin-data
base_dictionary,种,种,zhong,zhong3,0.08,0,,0,content_single_char_fallback,single_char,1549,common-standard-level-1+pinyin-data
base_dictionary,秋,秋,qiu,qiu1,0.08,0,,0,content_single_char_fallback,single_char,1550,common-standard-level-1+pinyin-data
base_dictionary,科,科,ke,ke1,0.14,0,,0,service_content_single_char,single_char,1551,common-standard-level-1+pinyin-data
base_dictionary,重,重,zhong,zhong4,0.08,0,,0,content_single_char_fallback,single_char,1552,common-standard-level-1+pinyin-data
base_dictionary,复,复,fu,fu4,0.08,0,,0,content_single_char_fallback,single_char,1553,common-standard-level-1+pinyin-data
base_dictionary,竿,竿,gan,gan1,0.08,0,,0,content_single_char_fallback,single_char,1554,common-standard-level-1+pinyin-data
base_dictionary,段,段,duan,duan4,0.08,0,,0,content_single_char_fallback,single_char,1555,common-standard-level-1+pinyin-data
base_dictionary,便,便,bian,bian4,0.08,0,,0,content_single_char_fallback,single_char,1556,common-standard-level-1+pinyin-data
base_dictionary,俩,俩,lia,lia3,0.08,0,,0,content_single_char_fallback,single_char,1557,common-standard-level-1+pinyin-data
base_dictionary,贷,贷,dai,dai4,0.08,0,,0,content_single_char_fallback,single_char,1558,common-standard-level-1+pinyin-data
base_dictionary,顺,顺,shun,shun4,0.08,0,,0,content_single_char_fallback,single_char,1559,common-standard-level-1+pinyin-data
base_dictionary,修,修,xiu,xiu1,0.08,0,,0,content_single_char_fallback,single_char,1560,common-standard-level-1+pinyin-data
base_dictionary,俏,俏,qiao,qiao4,0.08,0,,0,content_single_char_fallback,single_char,1561,common-standard-level-1+pinyin-data
base_dictionary,保,保,bao,bao3,0.14,0,,0,service_content_single_char,single_char,1562,common-standard-level-1+pinyin-data
base_dictionary,促,促,cu,cu4,0.08,0,,0,content_single_char_fallback,single_char,1563,common-standard-level-1+pinyin-data
base_dictionary,俄,俄,e,e2,0.08,0,,0,content_single_char_fallback,single_char,1564,common-standard-level-1+pinyin-data
base_dictionary,俐,俐,li,li4,0.08,0,,0,content_single_char_fallback,single_char,1565,common-standard-level-1+pinyin-data
base_dictionary,侮,侮,wu,wu3,0.08,0,,0,content_single_char_fallback,single_char,1566,common-standard-level-1+pinyin-data
base_dictionary,俭,俭,jian,jian3,0.08,0,,0,content_single_char_fallback,single_char,1567,common-standard-level-1+pinyin-data
base_dictionary,俗,俗,su,su2,0.08,0,,0,content_single_char_fallback,single_char,1568,common-standard-level-1+pinyin-data
base_dictionary,俘,俘,fu,fu2,0.08,0,,0,content_single_char_fallback,single_char,1569,common-standard-level-1+pinyin-data
base_dictionary,信,信,xin,xin4,0.08,0,,0,content_single_char_fallback,single_char,1570,common-standard-level-1+pinyin-data
base_dictionary,皇,皇,huang,huang2,0.08,0,,0,content_single_char_fallback,single_char,1571,common-standard-level-1+pinyin-data
base_dictionary,泉,泉,quan,quan2,0.08,0,,0,content_single_char_fallback,single_char,1572,common-standard-level-1+pinyin-data
base_dictionary,鬼,鬼,gui,gui3,0.08,0,,0,content_single_char_fallback,single_char,1573,common-standard-level-1+pinyin-data
base_dictionary,侵,侵,qin,qin1,0.08,0,,0,content_single_char_fallback,single_char,1574,common-standard-level-1+pinyin-data
base_dictionary,禹,禹,yu,yu3,0.08,0,,0,content_single_char_fallback,single_char,1575,common-standard-level-1+pinyin-data
base_dictionary,侯,侯,hou,hou2,0.08,0,,0,content_single_char_fallback,single_char,1576,common-standard-level-1+pinyin-data
base_dictionary,追,追,zhui,zhui1,0.08,0,,0,content_single_char_fallback,single_char,1577,common-standard-level-1+pinyin-data
base_dictionary,俊,俊,jun,jun4,0.08,0,,0,content_single_char_fallback,single_char,1578,common-standard-level-1+pinyin-data
base_dictionary,盾,盾,dun,dun4,0.08,0,,0,content_single_char_fallback,single_char,1579,common-standard-level-1+pinyin-data
base_dictionary,待,待,dai,dai4,0.08,0,,0,content_single_char_fallback,single_char,1580,common-standard-level-1+pinyin-data
base_dictionary,徊,徊,huai,huai2,0.08,0,,0,content_single_char_fallback,single_char,1581,common-standard-level-1+pinyin-data
base_dictionary,衍,衍,yan,yan3,0.08,0,,0,content_single_char_fallback,single_char,1582,common-standard-level-1+pinyin-data
base_dictionary,律,律,lv,lv4,0.08,0,,0,content_single_char_fallback,single_char,1583,common-standard-level-1+pinyin-data
base_dictionary,很,很,hen,hen3,0.30,0,,0,function_single_char,single_char,1584,common-standard-level-1+pinyin-data
base_dictionary,须,须,xu,xu1,0.08,0,,0,content_single_char_fallback,single_char,1585,common-standard-level-1+pinyin-data
base_dictionary,叙,叙,xu,xu4,0.08,0,,0,content_single_char_fallback,single_char,1586,common-standard-level-1+pinyin-data
base_dictionary,剑,剑,jian,jian4,0.08,0,,0,content_single_char_fallback,single_char,1587,common-standard-level-1+pinyin-data
base_dictionary,逃,逃,tao,tao2,0.08,0,,0,content_single_char_fallback,single_char,1588,common-standard-level-1+pinyin-data
base_dictionary,食,食,shi,shi2,0.08,0,,0,content_single_char_fallback,single_char,1589,common-standard-level-1+pinyin-data
base_dictionary,盆,盆,pen,pen2,0.08,0,,0,content_single_char_fallback,single_char,1590,common-standard-level-1+pinyin-data
base_dictionary,胚,胚,pei,pei1,0.08,0,,0,content_single_char_fallback,single_char,1591,common-standard-level-1+pinyin-data
base_dictionary,胧,胧,long,long2,0.08,0,,0,content_single_char_fallback,single_char,1592,common-standard-level-1+pinyin-data
base_dictionary,胆,胆,dan,dan3,0.08,0,,0,content_single_char_fallback,single_char,1593,common-standard-level-1+pinyin-data
base_dictionary,胜,胜,sheng,sheng4,0.08,0,,0,content_single_char_fallback,single_char,1594,common-standard-level-1+pinyin-data
base_dictionary,胞,胞,bao,bao1,0.08,0,,0,content_single_char_fallback,single_char,1595,common-standard-level-1+pinyin-data
base_dictionary,胖,胖,pang,pang4,0.08,0,,0,content_single_char_fallback,single_char,1596,common-standard-level-1+pinyin-data
base_dictionary,脉,脉,mai,mai4,0.08,0,,0,content_single_char_fallback,single_char,1597,common-standard-level-1+pinyin-data
base_dictionary,胎,胎,tai,tai1,0.08,0,,0,content_single_char_fallback,single_char,1598,common-standard-level-1+pinyin-data
base_dictionary,勉,勉,mian,mian3,0.08,0,,0,content_single_char_fallback,single_char,1599,common-standard-level-1+pinyin-data
base_dictionary,狭,狭,xia,xia2,0.08,0,,0,content_single_char_fallback,single_char,1600,common-standard-level-1+pinyin-data
base_dictionary,狮,狮,shi,shi1,0.08,0,,0,content_single_char_fallback,single_char,1601,common-standard-level-1+pinyin-data
base_dictionary,独,独,du,du2,0.08,0,,0,content_single_char_fallback,single_char,1602,common-standard-level-1+pinyin-data
base_dictionary,狰,狰,zheng,zheng1,0.08,0,,0,content_single_char_fallback,single_char,1603,common-standard-level-1+pinyin-data
base_dictionary,狡,狡,jiao,jiao3,0.08,0,,0,content_single_char_fallback,single_char,1604,common-standard-level-1+pinyin-data
base_dictionary,狱,狱,yu,yu4,0.08,0,,0,content_single_char_fallback,single_char,1605,common-standard-level-1+pinyin-data
base_dictionary,狠,狠,hen,hen3,0.08,0,,0,content_single_char_fallback,single_char,1606,common-standard-level-1+pinyin-data
base_dictionary,贸,贸,mao,mao4,0.08,0,,0,content_single_char_fallback,single_char,1607,common-standard-level-1+pinyin-data
base_dictionary,怨,怨,yuan,yuan4,0.08,0,,0,content_single_char_fallback,single_char,1608,common-standard-level-1+pinyin-data
base_dictionary,急,急,ji,ji2,0.08,0,,0,content_single_char_fallback,single_char,1609,common-standard-level-1+pinyin-data
base_dictionary,饵,饵,er,er3,0.08,0,,0,content_single_char_fallback,single_char,1610,common-standard-level-1+pinyin-data
base_dictionary,饶,饶,rao,rao2,0.08,0,,0,content_single_char_fallback,single_char,1611,common-standard-level-1+pinyin-data
base_dictionary,蚀,蚀,shi,shi2,0.08,0,,0,content_single_char_fallback,single_char,1612,common-standard-level-1+pinyin-data
base_dictionary,饺,饺,jiao,jiao3,0.08,0,,0,content_single_char_fallback,single_char,1613,common-standard-level-1+pinyin-data
base_dictionary,饼,饼,bing,bing3,0.08,0,,0,content_single_char_fallback,single_char,1614,common-standard-level-1+pinyin-data
base_dictionary,峦,峦,luan,luan2,0.08,0,,0,content_single_char_fallback,single_char,1615,common-standard-level-1+pinyin-data
base_dictionary,弯,弯,wan,wan1,0.08,0,,0,content_single_char_fallback,single_char,1616,common-standard-level-1+pinyin-data
base_dictionary,将,将,jiang,jiang1,0.30,0,,0,function_single_char,single_char,1617,common-standard-level-1+pinyin-data
base_dictionary,奖,奖,jiang,jiang3,0.08,0,,0,content_single_char_fallback,single_char,1618,common-standard-level-1+pinyin-data
base_dictionary,哀,哀,ai,ai1,0.08,0,,0,content_single_char_fallback,single_char,1619,common-standard-level-1+pinyin-data
base_dictionary,亭,亭,ting,ting2,0.08,0,,0,content_single_char_fallback,single_char,1620,common-standard-level-1+pinyin-data
base_dictionary,亮,亮,liang,liang4,0.08,0,,0,content_single_char_fallback,single_char,1621,common-standard-level-1+pinyin-data
base_dictionary,度,度,du,du4,0.08,0,,0,content_single_char_fallback,single_char,1622,common-standard-level-1+pinyin-data
base_dictionary,迹,迹,ji,ji4,0.08,0,,0,content_single_char_fallback,single_char,1623,common-standard-level-1+pinyin-data
base_dictionary,庭,庭,ting,ting2,0.08,0,,0,content_single_char_fallback,single_char,1624,common-standard-level-1+pinyin-data
base_dictionary,疮,疮,chuang,chuang1,0.08,0,,0,content_single_char_fallback,single_char,1625,common-standard-level-1+pinyin-data
base_dictionary,疯,疯,feng,feng1,0.08,0,,0,content_single_char_fallback,single_char,1626,common-standard-level-1+pinyin-data
base_dictionary,疫,疫,yi,yi4,0.08,0,,0,content_single_char_fallback,single_char,1627,common-standard-level-1+pinyin-data
base_dictionary,疤,疤,ba,ba1,0.08,0,,0,content_single_char_fallback,single_char,1628,common-standard-level-1+pinyin-data
base_dictionary,咨,咨,zi,zi1,0.08,0,,0,content_single_char_fallback,single_char,1629,common-standard-level-1+pinyin-data
base_dictionary,姿,姿,zi,zi1,0.08,0,,0,content_single_char_fallback,single_char,1630,common-standard-level-1+pinyin-data
base_dictionary,亲,亲,qin,qin1,0.08,0,,0,content_single_char_fallback,single_char,1631,common-standard-level-1+pinyin-data
base_dictionary,音,音,yin,yin1,0.08,0,,0,content_single_char_fallback,single_char,1632,common-standard-level-1+pinyin-data
base_dictionary,帝,帝,di,di4,0.08,0,,0,content_single_char_fallback,single_char,1633,common-standard-level-1+pinyin-data
base_dictionary,施,施,shi,shi1,0.08,0,,0,content_single_char_fallback,single_char,1634,common-standard-level-1+pinyin-data
base_dictionary,闺,闺,gui,gui1,0.08,0,,0,content_single_char_fallback,single_char,1635,common-standard-level-1+pinyin-data
base_dictionary,闻,闻,wen,wen2,0.08,0,,0,content_single_char_fallback,single_char,1636,common-standard-level-1+pinyin-data
base_dictionary,闽,闽,min,min3,0.08,0,,0,content_single_char_fallback,single_char,1637,common-standard-level-1+pinyin-data
